record_id,date,employee_id,employee_productivity,labor_costs,hours_worked
REC-25157001,2020-10-28,EMP-4866,68.26,117869.79,21.0
REC-94947603,2022-03-23,EMP-8113,91.39,20847.97,47.5
REC-53555463,2022-05-25,EMP-1246,102.44,108261.19,35.73
REC-32462726,2021-05-18,EMP-5523,78.32,23831.05,37.28
REC-88476684,2023-09-29,EMP-2960,93.0,35176.16,27.36
REC-63124490,2022-05-05,EMP-4982,75.81,115514.52,29.04
REC-11198544,2021-03-06,EMP-1688,68.03,46471.06,21.8
REC-87990837,2023-01-21,EMP-8786,110.15,88186.76,25.77
REC-90022258,2022-05-20,EMP-3539,87.89,39065.74,39.86
REC-59848284,2022-02-23,EMP-2466,103.25,83784.37,34.57
REC-43382936,2023-11-05,EMP-3583,91.88,23303.53,59.4
REC-77098020,2024-07-26,EMP-2497,89.45,103064.37,25.25
REC-93033107,2021-09-24,EMP-6544,92.74,65258.0,55.05
REC-93903841,2022-06-10,EMP-1983,63.71,76814.06,46.1
REC-18022882,2022-11-13,EMP-6824,96.73,74012.88,22.73
REC-96513378,2022-01-19,EMP-3521,62.7,78478.22,39.34
REC-81988124,2023-01-04,EMP-2759,111.07,33011.32,57.9
REC-26888275,2022-10-10,EMP-8992,104.79,20139.28,43.18
REC-41229060,2020-08-20,EMP-6189,63.44,64186.73,49.52
REC-84940527,2024-06-18,EMP-6690,116.52,70874.85,58.4
REC-68883853,2021-05-14,EMP-4161,109.14,83503.78,45.65
REC-12865928,2024-04-23,EMP-7189,116.28,97504.68,30.72
REC-58072427,2021-03-14,EMP-3207,86.0,57468.8,44.51
REC-43647879,2024-05-07,EMP-1646,100.03,62577.82,55.13
REC-75136149,2019-11-24,EMP-8168,62.6,102087.92,55.96
REC-85031037,2023-08-06,EMP-5828,84.04,104557.85,35.08
REC-82844534,2021-06-14,EMP-9029,112.76,119563.64,31.59
REC-35471281,2023-05-26,EMP-4057,60.25,49424.6,27.83
REC-82963514,2022-02-23,EMP-6696,101.09,39032.95,41.49
REC-53443711,2020-04-03,EMP-8674,76.13,29185.04,33.43
REC-46953423,2023-02-24,EMP-3627,62.9,23657.53,22.58
REC-19244458,2023-12-01,EMP-9702,78.12,30228.94,48.13
REC-30807167,2020-11-07,EMP-8362,92.07,87482.46,49.12
REC-49684512,2022-03-30,EMP-5314,119.63,96295.72,23.0
REC-82693120,2021-09-22,EMP-7014,95.3,110389.65,45.06
REC-70945449,2021-10-26,EMP-1011,71.01,112070.3,25.61
REC-95634408,2020-12-23,EMP-9289,109.41,49893.46,30.25
REC-60874366,2023-04-08,EMP-4039,86.3,69679.84,52.12
REC-12512536,2022-11-16,EMP-6965,94.4,52466.63,59.38
REC-93241474,2020-04-18,EMP-4912,89.3,65731.98,28.45
REC-53042832,2023-06-28,EMP-2037,64.88,55995.68,25.32
REC-98354109,2023-09-29,EMP-9830,64.97,53728.62,50.5
REC-62008140,2024-08-14,EMP-4110,64.83,112281.96,54.84
REC-80339453,2023-01-29,EMP-9151,69.21,63071.38,51.38
REC-84016756,2024-03-19,EMP-3525,106.62,42164.79,57.19
REC-92280734,2023-12-23,EMP-5638,113.89,119823.47,54.76
REC-53298644,2023-03-24,EMP-7714,92.6,48310.12,42.81
REC-96020669,2024-04-17,EMP-6276,64.31,36950.43,23.82
REC-24826245,2019-12-25,EMP-2577,74.05,110302.81,22.03
REC-80222787,2022-09-23,EMP-2092,60.04,116363.15,37.64
REC-15875684,2024-03-27,EMP-3126,61.76,97769.01,22.51
REC-33976493,2020-05-23,EMP-1512,97.28,85253.19,26.32
REC-37122588,2020-08-06,EMP-2753,110.89,59665.92,40.09
REC-75145297,2021-10-12,EMP-4139,76.23,29130.17,27.7
REC-23254482,2022-09-08,EMP-1521,94.34,52107.32,48.16
REC-86639957,2021-01-30,EMP-7366,114.23,65178.65,31.45
REC-98304696,2020-01-17,EMP-9026,110.35,113292.98,32.33
REC-80574548,2024-06-16,EMP-5193,100.61,24713.13,46.39
REC-16588161,2023-01-25,EMP-7002,110.54,101336.95,59.09
REC-39624910,2022-06-28,EMP-2161,100.78,69755.14,50.14
REC-11756387,2023-05-01,EMP-4419,77.88,25949.55,37.72
REC-98013189,2020-07-27,EMP-9051,98.54,34285.43,53.53
REC-20731620,2019-10-04,EMP-8668,63.33,49751.32,25.21
REC-95753950,2020-07-04,EMP-1994,66.69,118575.48,26.63
REC-58442674,2021-11-13,EMP-7814,104.62,39230.04,53.5
REC-59535555,2021-07-22,EMP-1955,88.52,26478.21,37.52
REC-92803389,2024-01-05,EMP-5355,104.15,49724.67,50.26
REC-81003974,2024-01-30,EMP-1666,100.55,95913.77,47.83
REC-19447334,2024-05-31,EMP-5979,91.59,49363.31,56.18
REC-20460308,2024-08-09,EMP-4537,85.67,35544.44,59.19
REC-79724133,2024-07-24,EMP-2591,72.25,29923.43,43.15
REC-23586205,2021-07-19,EMP-4784,83.0,66816.47,54.2
REC-81358338,2023-06-17,EMP-7313,103.09,80789.8,52.65
REC-35428946,2022-11-07,EMP-4164,98.6,74804.62,26.21
REC-80624297,2022-12-30,EMP-5075,84.76,21987.61,35.23
REC-86507818,2023-08-10,EMP-3931,110.47,89069.41,46.29
REC-84950330,2023-12-04,EMP-7802,115.6,92152.85,40.43
REC-24161873,2020-12-13,EMP-6864,79.07,76746.57,25.95
REC-71568435,2022-08-08,EMP-7997,89.05,115182.58,54.7
REC-23972387,2019-11-17,EMP-3733,88.41,73741.33,42.19
REC-34212413,2023-10-10,EMP-7579,60.15,79491.98,44.54
REC-77738718,2020-07-22,EMP-6529,89.28,88880.37,33.87
REC-98252435,2022-03-07,EMP-3591,111.02,83330.1,41.7
REC-81658908,2023-03-17,EMP-8258,95.73,69167.48,22.48
REC-57288136,2020-05-25,EMP-6163,117.03,118010.78,58.93
REC-83830667,2020-08-27,EMP-6319,111.12,67825.04,20.81
REC-59891348,2020-11-15,EMP-7755,101.59,62547.61,36.25
REC-94992144,2022-08-19,EMP-8054,69.3,72339.54,29.81
REC-53412847,2022-04-28,EMP-4943,108.19,112212.23,34.37
REC-85584002,2022-08-02,EMP-9939,100.98,52544.11,54.85
REC-38712948,2023-07-17,EMP-7145,81.86,51496.59,52.03
REC-83851788,2021-06-05,EMP-5162,91.1,111884.76,24.94
REC-58319528,2024-02-07,EMP-8412,105.33,56820.83,52.28
REC-70062404,2023-10-11,EMP-7505,92.34,42619.46,31.92
REC-10026256,2022-08-19,EMP-1567,63.58,52008.01,31.32
REC-48182550,2023-09-20,EMP-1267,106.1,67402.58,58.23
REC-79472352,2020-07-01,EMP-3213,103.71,20069.05,55.49
REC-50512501,2023-05-25,EMP-1107,62.01,26160.69,30.43
REC-50310141,2023-07-08,EMP-4635,84.18,89438.52,36.17
REC-38833029,2022-05-19,EMP-6159,101.41,105509.34,44.42
REC-12912708,2020-03-28,EMP-5521,115.46,85820.4,49.2
REC-84311410,2022-03-22,EMP-9376,117.39,23291.0,28.93
REC-84668420,2020-01-18,EMP-3534,108.04,45637.95,28.89
REC-22655004,2020-08-24,EMP-1618,61.94,21640.34,40.54
REC-71789789,2019-11-11,EMP-6827,95.71,45006.77,36.41
REC-30952341,2022-08-02,EMP-3267,101.59,28058.84,56.29
REC-45566111,2020-08-06,EMP-7014,90.96,49377.94,22.44
REC-88135616,2021-01-24,EMP-5093,64.37,100191.87,47.65
REC-41271945,2021-09-28,EMP-5198,71.8,77178.39,37.89
REC-50305910,2024-01-22,EMP-2505,96.65,27791.22,46.67
REC-86569490,2021-02-25,EMP-7550,110.83,91302.74,23.09
REC-86378602,2024-05-12,EMP-4562,93.64,59291.81,26.85
REC-20361818,2021-01-11,EMP-6319,66.23,22739.98,59.06
REC-74764506,2022-06-26,EMP-3832,106.45,39526.88,27.48
REC-75535348,2024-06-06,EMP-2562,102.35,58957.73,51.12
REC-89890579,2023-04-18,EMP-5921,96.02,78351.13,45.23
REC-15015930,2023-08-07,EMP-7251,101.34,68521.83,41.19
REC-20533057,2021-08-22,EMP-1916,102.44,101698.6,54.5
REC-54881018,2023-02-11,EMP-6700,73.39,48497.22,33.77
REC-68291349,2021-03-28,EMP-7824,78.67,55307.72,52.15
REC-26178675,2021-04-03,EMP-4714,116.4,82888.42,31.68
REC-97614538,2023-05-06,EMP-1187,113.9,90406.21,53.06
REC-95078886,2023-01-13,EMP-7266,96.05,36429.48,35.89
REC-17264930,2019-12-01,EMP-5993,102.49,111468.42,23.01
REC-80381542,2021-05-07,EMP-1674,101.02,28359.87,57.18
REC-52857940,2023-06-29,EMP-9846,75.6,102126.47,42.09
REC-85821325,2023-04-28,EMP-3450,62.46,85773.81,58.07
REC-53866598,2022-12-23,EMP-9231,73.82,65488.97,54.59
REC-39634895,2019-09-15,EMP-3509,111.15,85933.29,51.27
REC-16780654,2021-06-30,EMP-7436,85.47,21400.65,53.74
REC-69809598,2021-06-02,EMP-9269,118.97,31753.11,36.5
REC-22090729,2022-01-13,EMP-4638,110.96,21416.63,24.74
REC-67973424,2020-03-14,EMP-5747,101.23,43205.43,42.38
REC-62925057,2024-07-30,EMP-3425,102.32,51457.17,39.82
REC-27742113,2020-07-14,EMP-6507,61.62,21682.89,48.17
REC-21079017,2024-03-27,EMP-8796,67.1,105237.49,47.18
REC-86697457,2021-04-04,EMP-1807,113.92,113253.97,30.37
REC-83571770,2022-10-12,EMP-7540,84.57,38835.13,41.5
REC-45239935,2022-06-10,EMP-2393,99.18,75150.31,21.87
REC-63489393,2021-05-06,EMP-9221,71.72,86065.63,56.68
REC-68316409,2023-07-24,EMP-3136,97.93,64925.27,51.64
REC-28102047,2020-08-21,EMP-8879,105.44,70021.2,28.81
REC-85067462,2021-11-25,EMP-4245,67.99,107003.7,34.1
REC-75479608,2023-10-31,EMP-7476,107.8,20064.89,48.08
REC-97543303,2024-02-27,EMP-4212,97.57,65574.08,25.78
REC-85318641,2022-05-02,EMP-9589,72.64,81845.28,39.11
REC-43050557,2022-12-22,EMP-4970,60.46,51188.74,22.19
REC-19615892,2023-01-03,EMP-5362,63.02,35330.83,32.82
REC-67722445,2024-08-29,EMP-6298,97.62,76924.35,33.54
REC-87311859,2020-08-21,EMP-2467,83.32,35870.03,32.86
REC-25103503,2022-08-17,EMP-7776,110.07,75325.81,35.43
REC-66846657,2022-08-30,EMP-6984,74.47,70287.53,30.31
REC-56749089,2023-07-25,EMP-4120,100.93,43630.39,49.32
REC-53048774,2021-02-19,EMP-6644,81.24,97468.26,40.4
REC-89708841,2022-03-14,EMP-1396,118.35,20499.85,46.33
REC-50912093,2020-05-22,EMP-3773,64.4,27824.13,28.58
REC-56938140,2020-10-22,EMP-8245,117.33,98571.01,33.33
REC-93642093,2022-05-02,EMP-3389,96.27,56196.19,51.51
REC-69118000,2020-09-02,EMP-1735,76.68,70003.92,59.06
REC-41338443,2021-09-12,EMP-4271,68.16,97394.87,59.41
REC-60173377,2022-04-07,EMP-3555,90.77,34437.97,41.57
REC-21517819,2020-08-30,EMP-2841,106.36,86089.56,31.52
REC-17319968,2021-03-23,EMP-4982,63.32,82234.88,36.6
REC-93349536,2022-11-04,EMP-3419,72.22,44226.18,30.22
REC-48612439,2020-11-14,EMP-1225,65.57,37443.23,36.69
REC-56073103,2024-01-06,EMP-2823,65.27,79461.79,43.13
REC-50952251,2022-12-21,EMP-8373,95.92,20096.37,25.1
REC-73242092,2023-03-24,EMP-1372,78.72,97878.79,20.22
REC-54543739,2020-11-03,EMP-4424,117.35,90050.32,24.94
REC-82209870,2024-07-22,EMP-4471,104.67,90478.28,28.07
REC-37353754,2022-12-07,EMP-9952,99.3,93085.69,50.49
REC-80231557,2023-04-08,EMP-5237,63.15,87127.91,57.51
REC-83658696,2021-04-01,EMP-8913,118.28,42791.47,32.77
REC-93623280,2023-10-23,EMP-3315,118.76,68132.13,23.46
REC-99692417,2024-03-28,EMP-1301,83.69,50827.12,40.35
REC-60547291,2021-02-21,EMP-9631,114.9,29648.71,39.37
REC-15836056,2024-05-22,EMP-5185,76.37,111931.45,51.76
REC-32859916,2021-02-01,EMP-1984,87.1,32665.28,51.52
REC-48119652,2023-11-01,EMP-4288,117.54,43813.72,41.79
REC-92941828,2022-02-15,EMP-5444,112.04,49760.57,37.04
REC-17124981,2020-11-10,EMP-8617,92.66,27470.22,23.54
REC-97880113,2021-04-05,EMP-1136,76.31,24367.26,23.5
REC-18938604,2022-05-06,EMP-7367,85.52,32711.35,32.44
REC-98633740,2023-07-04,EMP-5445,84.97,59228.92,41.74
REC-98983888,2020-02-15,EMP-6901,78.67,97838.28,30.29
REC-24480943,2022-09-21,EMP-1312,99.69,114481.32,41.66
REC-49258091,2019-10-01,EMP-7332,61.42,110508.85,33.08
REC-41026926,2023-10-16,EMP-7237,77.6,72779.14,22.14
REC-78255127,2020-10-30,EMP-2631,78.96,57979.28,52.29
REC-52339783,2021-04-30,EMP-8940,104.47,111003.65,20.36
REC-90142265,2022-12-07,EMP-9709,69.14,105620.27,57.59
REC-21813934,2024-06-11,EMP-4054,74.5,93655.46,53.52
REC-36692577,2023-12-20,EMP-9202,78.46,116711.32,20.95
REC-71469875,2023-11-17,EMP-1352,82.74,90897.96,36.12
REC-15335477,2023-02-24,EMP-5053,61.01,34694.79,59.83
REC-81056927,2023-11-07,EMP-5995,99.06,116535.14,43.27
REC-54770958,2023-03-16,EMP-9027,85.43,110274.45,54.62
REC-62801229,2023-06-11,EMP-3572,81.56,36898.16,58.94
REC-12465878,2023-10-29,EMP-6681,67.79,25137.35,43.22
REC-57232974,2021-02-02,EMP-6822,75.66,34503.38,35.58
REC-93917080,2020-05-15,EMP-5953,96.32,93064.55,52.35
REC-41702866,2024-06-23,EMP-9212,96.42,34639.92,21.77
REC-47027755,2019-12-06,EMP-2015,77.98,50917.84,29.85
REC-93992429,2021-07-18,EMP-5221,117.52,22848.72,23.67
REC-61965156,2022-02-25,EMP-1482,98.8,114970.69,26.85
REC-84482698,2019-12-12,EMP-5590,62.97,40121.11,31.68
REC-40277197,2022-01-02,EMP-3485,119.91,63478.19,46.75
REC-55873760,2021-07-31,EMP-7436,63.72,21751.05,28.53
REC-98171888,2024-03-29,EMP-3248,107.93,29765.57,33.03
REC-21783647,2022-02-14,EMP-7262,85.77,71537.74,55.1
REC-79889565,2021-02-05,EMP-4726,105.73,68290.42,34.44
REC-66013532,2023-07-23,EMP-4938,115.31,76478.18,53.08
REC-86893142,2024-06-24,EMP-3502,67.6,24347.63,31.85
REC-67239162,2023-11-18,EMP-6118,115.97,112645.04,38.46
REC-91251236,2024-05-05,EMP-6395,74.0,95130.6,22.3
REC-70286467,2024-01-06,EMP-9883,110.02,115738.62,44.89
REC-27686156,2020-08-18,EMP-4387,75.97,50640.18,59.81
REC-97573396,2024-07-16,EMP-3270,73.39,108827.75,41.51
REC-87984620,2020-08-21,EMP-9869,63.03,112426.79,23.52
REC-37153619,2021-12-12,EMP-3262,80.88,55172.34,38.72
REC-51473062,2024-04-15,EMP-9582,94.07,58668.82,34.24
REC-28153282,2022-10-15,EMP-8046,68.94,53605.72,28.56
REC-29482024,2024-04-12,EMP-3589,81.29,91910.2,48.61
REC-52613620,2020-01-09,EMP-2111,99.04,114475.16,34.35
REC-84804948,2023-06-04,EMP-9732,77.02,25491.81,31.01
REC-25889673,2024-04-25,EMP-4016,110.86,41421.72,26.98
REC-52627226,2021-07-11,EMP-3384,65.7,71873.15,45.87
REC-13957187,2023-04-14,EMP-6221,118.15,111376.05,37.41
REC-65571528,2020-07-16,EMP-7737,98.38,57579.92,41.46
REC-50714693,2021-10-10,EMP-8258,93.33,48204.11,57.15
REC-95476210,2022-03-14,EMP-5485,73.96,52534.98,48.41
REC-30395330,2019-12-11,EMP-4079,63.38,44692.02,58.54
REC-24330619,2023-06-30,EMP-3155,92.97,112671.1,21.51
REC-34796255,2021-11-26,EMP-1429,112.27,116530.27,41.96
REC-92138779,2022-08-19,EMP-5372,60.42,96761.7,27.14
REC-91282861,2020-05-29,EMP-4783,98.81,74755.93,39.17
REC-90042177,2023-05-28,EMP-4804,118.27,50708.69,37.46
REC-40992534,2020-08-31,EMP-1427,75.82,104973.66,31.49
REC-58219240,2021-09-07,EMP-2302,62.61,99088.35,43.26
REC-73968467,2021-06-15,EMP-3196,81.49,115657.88,59.8
REC-77420864,2024-09-01,EMP-8680,75.89,81336.57,49.78
REC-97183615,2022-08-26,EMP-7126,100.77,55695.99,28.5
REC-34692904,2023-04-24,EMP-7348,65.19,46026.61,37.56
REC-75960711,2021-01-29,EMP-8763,69.41,99023.77,30.94
REC-28456645,2020-11-07,EMP-3683,83.7,23501.24,24.76
REC-35938895,2021-06-04,EMP-4707,85.94,112598.16,40.08
REC-14325777,2021-06-05,EMP-7694,70.55,42095.12,23.35
REC-12015179,2020-03-04,EMP-5421,85.89,47733.24,26.66
REC-65437830,2024-07-08,EMP-4646,81.36,62752.74,37.3
REC-37223861,2022-08-26,EMP-4351,67.33,86578.5,20.82
REC-18876667,2024-03-12,EMP-3901,73.42,87012.42,35.94
REC-68959861,2022-01-22,EMP-9027,72.38,63681.21,27.23
REC-53606752,2024-04-01,EMP-8496,107.01,70904.83,25.89
REC-43122766,2021-02-06,EMP-8005,106.62,109918.6,49.0
REC-64340297,2022-06-03,EMP-1685,100.69,37565.39,57.31
REC-91594977,2022-02-27,EMP-7232,88.02,108521.02,51.44
REC-51996390,2022-02-16,EMP-7457,74.59,113117.73,30.38
REC-92074794,2024-07-16,EMP-9784,100.45,31409.06,60.0
REC-80495248,2021-12-10,EMP-1630,92.4,30874.21,32.86
REC-79880338,2024-01-17,EMP-2791,110.09,98138.38,59.17
REC-70614013,2020-06-23,EMP-8485,110.29,24907.6,54.54
REC-15692967,2020-10-27,EMP-5025,110.09,59717.48,24.04
REC-79619091,2023-03-03,EMP-9812,66.3,34255.47,36.17
REC-63098035,2020-03-04,EMP-1643,110.18,106236.25,21.47
REC-84853354,2022-01-10,EMP-7347,63.26,79407.22,31.17
REC-79273350,2020-09-30,EMP-1807,116.99,25383.8,50.42
REC-35481281,2020-10-18,EMP-5770,71.02,64859.24,59.88
REC-68995922,2021-10-16,EMP-7521,63.65,83149.28,30.99
REC-50876565,2020-11-29,EMP-5684,78.67,108407.65,36.14
REC-71920968,2022-05-29,EMP-3727,86.04,60599.25,42.59
REC-66701914,2021-10-10,EMP-5823,66.26,105453.96,21.64
REC-92293489,2023-01-04,EMP-1893,96.32,46687.4,54.84
REC-79386491,2023-10-31,EMP-3330,77.91,57208.53,52.35
REC-72220513,2020-11-16,EMP-8400,93.53,24601.14,55.63
REC-22138759,2024-07-30,EMP-9202,113.67,52721.58,45.29
REC-25189633,2021-12-14,EMP-3945,85.92,86224.69,25.97
REC-88577462,2023-03-11,EMP-9952,110.36,97730.64,29.28
REC-28160554,2022-11-10,EMP-7440,60.67,118697.73,39.62
REC-65506990,2023-07-07,EMP-6299,116.42,31265.32,56.49
REC-70516875,2020-04-23,EMP-1408,117.48,49061.67,46.02
REC-34008676,2020-06-17,EMP-8433,74.7,117125.79,21.67
REC-89230801,2023-02-04,EMP-4308,68.67,99176.88,25.12
REC-71026547,2024-01-20,EMP-2477,64.45,104023.41,55.4
REC-43565477,2022-01-13,EMP-6309,72.6,26415.14,55.45
REC-97050454,2022-10-22,EMP-3686,65.57,104281.49,52.09
REC-26581824,2023-07-15,EMP-2494,63.9,62368.42,34.09
REC-25322958,2023-10-27,EMP-8362,67.09,51131.67,40.37
REC-95103759,2022-06-14,EMP-6946,117.65,71222.26,20.3
REC-21449650,2024-08-14,EMP-9582,69.8,32205.79,53.58
REC-61551334,2019-09-09,EMP-9383,84.51,97436.88,57.23
REC-92150984,2020-06-17,EMP-3619,87.84,64987.95,30.99
REC-60825385,2023-07-27,EMP-7235,108.42,117778.38,45.07
REC-15892974,2022-09-18,EMP-3799,90.05,107458.67,40.76
REC-54988861,2020-03-16,EMP-3459,82.49,104274.21,59.95
REC-31759927,2024-03-19,EMP-3369,78.83,50974.02,24.1
REC-34007090,2023-01-19,EMP-1840,91.6,48611.48,38.52
REC-66315301,2021-07-09,EMP-6047,93.81,24522.53,52.07
REC-51542843,2023-04-28,EMP-8311,102.14,28435.1,26.5
REC-48759467,2021-06-21,EMP-3960,64.56,61415.47,53.52
REC-25777827,2023-11-17,EMP-3155,67.33,93334.44,30.54
REC-37226295,2021-12-14,EMP-1057,75.22,100445.45,36.95
REC-93558632,2022-06-01,EMP-5146,93.44,80518.34,43.13
REC-11638498,2022-01-30,EMP-8514,112.49,50157.37,49.9
REC-76790446,2022-07-17,EMP-9169,93.88,79818.49,32.82
REC-82947490,2024-04-28,EMP-1094,108.99,41829.05,53.24
REC-91602221,2024-08-01,EMP-9084,100.92,29720.65,44.65
REC-41927492,2020-10-11,EMP-4553,88.57,103309.29,33.14
REC-89035763,2024-06-25,EMP-8794,101.48,74647.01,35.19
REC-70899748,2023-10-18,EMP-7719,104.18,97125.34,33.83
REC-69307507,2022-08-04,EMP-2300,84.85,95822.78,38.85
REC-90693921,2020-01-30,EMP-1107,61.8,78246.46,48.37
REC-42844845,2020-01-22,EMP-9967,78.73,36667.11,52.13
REC-47327686,2020-07-07,EMP-4401,111.99,97620.36,57.75
REC-16565770,2023-07-30,EMP-4028,102.35,28916.72,58.07
REC-29898606,2019-10-22,EMP-1902,64.82,94173.4,41.65
REC-97681338,2020-09-21,EMP-6718,111.05,42866.05,35.14
REC-14928616,2021-01-04,EMP-3381,98.82,62316.14,56.86
REC-14352961,2023-06-04,EMP-5889,117.39,32034.44,24.23
REC-54440977,2023-07-21,EMP-2436,63.01,80776.99,53.42
REC-16580878,2019-09-04,EMP-2784,96.51,103386.56,38.82
REC-65963010,2023-04-23,EMP-3920,73.24,75063.6,47.35
REC-31654047,2021-05-22,EMP-5659,62.05,54153.41,40.63
REC-92019078,2020-10-15,EMP-3906,93.96,66671.03,47.58
REC-71114408,2022-03-27,EMP-6901,102.89,88988.27,55.49
REC-14810369,2021-01-07,EMP-2525,85.1,87917.01,59.2
REC-50170625,2021-12-31,EMP-6289,67.98,71953.72,45.46
REC-59468550,2020-06-17,EMP-7208,99.2,22815.44,23.54
REC-19082067,2022-09-25,EMP-8001,79.11,57352.62,35.66
REC-83882978,2021-10-18,EMP-2063,119.61,83267.31,38.8
REC-49303341,2020-05-15,EMP-8713,98.74,47060.83,35.36
REC-28058430,2022-10-31,EMP-2999,108.95,63030.8,56.52
REC-46831833,2021-01-28,EMP-6393,115.8,20561.72,23.17
REC-80739820,2020-02-09,EMP-7779,89.03,67614.85,38.82
REC-80416822,2023-01-15,EMP-4438,113.25,105526.95,42.4
REC-38058347,2022-04-08,EMP-1953,88.35,119696.18,31.29
REC-24670297,2021-08-29,EMP-9666,76.99,117325.52,57.39
REC-21766833,2023-04-27,EMP-8924,71.06,51201.65,36.99
REC-91171931,2020-06-11,EMP-5705,74.86,102680.56,22.46
REC-67318164,2020-06-23,EMP-6185,62.87,91363.85,39.38
REC-44850980,2019-09-05,EMP-9608,66.85,84720.08,38.87
REC-87194344,2021-06-26,EMP-6797,83.84,54547.72,47.01
REC-27409802,2023-09-22,EMP-9132,90.21,50481.03,26.57
REC-79753731,2020-05-01,EMP-9154,60.91,92944.7,30.92
REC-76102828,2020-10-18,EMP-3947,106.63,115742.97,37.87
REC-91793056,2021-08-04,EMP-4812,106.31,84265.8,40.49
REC-48988647,2024-02-01,EMP-4171,81.06,32736.42,59.52
REC-10212187,2023-06-15,EMP-2936,83.67,25143.15,45.23
REC-13219453,2019-09-30,EMP-8616,109.82,45319.57,42.55
REC-93947919,2019-09-27,EMP-2932,119.18,50469.76,24.36
REC-37827473,2022-08-04,EMP-7793,91.11,92777.91,32.96
REC-65571661,2020-09-10,EMP-1745,79.84,20001.67,43.47
REC-54800838,2023-04-06,EMP-6728,83.22,33739.35,34.35
REC-85217695,2020-10-16,EMP-4478,83.55,75777.51,59.07
REC-11516293,2023-09-25,EMP-4296,89.38,44164.34,39.57
REC-47799296,2020-04-09,EMP-5168,76.36,27882.39,25.43
REC-19104802,2021-08-13,EMP-6042,118.43,114214.99,50.01
REC-50303435,2022-12-05,EMP-9301,62.94,103996.32,39.61
REC-83818891,2020-06-05,EMP-6307,61.24,111288.18,33.83
REC-10822924,2020-07-16,EMP-2865,78.28,64130.82,35.73
REC-54732472,2020-07-18,EMP-6592,77.82,112295.97,44.85
REC-63156840,2022-05-02,EMP-1477,106.49,99642.97,50.42
REC-33572537,2022-10-17,EMP-4178,96.34,67788.85,32.73
REC-54360949,2022-03-19,EMP-6536,72.08,28588.01,29.18
REC-74304823,2020-11-01,EMP-8774,72.16,59349.81,47.45
REC-14772547,2022-12-04,EMP-3224,98.98,43840.8,43.51
REC-74625235,2020-10-19,EMP-3545,103.74,105452.78,44.81
REC-94181424,2020-11-18,EMP-8546,69.54,86665.09,41.46
REC-82070563,2020-04-01,EMP-6490,69.13,26985.17,53.25
REC-72071682,2024-03-07,EMP-7782,104.95,77352.38,58.49
REC-17519183,2024-06-17,EMP-9537,87.12,91062.03,22.71
REC-50177237,2019-09-28,EMP-6169,106.38,58744.33,32.05
REC-84514623,2021-01-23,EMP-9779,61.81,51563.45,53.02
REC-12512345,2023-05-31,EMP-4412,96.43,55465.07,48.31
REC-87496999,2022-08-28,EMP-6434,83.23,49819.49,25.31
REC-57458790,2021-06-24,EMP-2084,74.2,76743.44,22.72
REC-30039365,2020-12-15,EMP-5595,94.43,75400.01,26.3
REC-14183991,2023-03-04,EMP-6556,82.82,66558.25,34.31
REC-60363964,2023-06-07,EMP-9753,103.19,77790.21,41.12
REC-32276047,2021-07-07,EMP-7382,108.31,73112.22,25.03
REC-35149571,2020-05-28,EMP-2914,65.06,37131.11,54.51
REC-51376831,2020-07-10,EMP-6152,76.38,76506.28,42.34
REC-14245067,2020-11-10,EMP-5448,119.4,107073.93,33.55
REC-65548633,2020-09-18,EMP-2422,76.02,48496.92,45.27
REC-76713516,2022-12-08,EMP-4893,110.47,43074.01,53.89
REC-59873103,2022-08-29,EMP-8404,77.12,94264.87,26.45
REC-50618137,2023-04-28,EMP-4541,81.22,46398.8,37.57
REC-80477785,2022-05-06,EMP-5953,79.24,30895.98,54.58
REC-33489813,2020-11-09,EMP-2838,119.54,105434.83,53.51
REC-60226379,2021-10-10,EMP-1612,102.8,91193.05,41.23
REC-37125189,2022-01-09,EMP-2517,86.55,56151.91,51.82
REC-69562350,2020-05-20,EMP-9290,71.7,108136.27,24.53
REC-13346688,2021-10-12,EMP-8907,90.93,46461.92,40.43
REC-77116153,2024-05-17,EMP-3524,105.52,67109.64,31.09
REC-35529779,2022-02-03,EMP-6572,113.7,68730.5,46.09
REC-74890505,2019-11-24,EMP-9579,76.59,38837.38,33.86
REC-51655640,2022-03-27,EMP-6363,81.27,67177.28,42.07
REC-29232735,2021-06-01,EMP-2609,117.64,85505.34,33.58
REC-79276026,2024-01-27,EMP-3174,62.13,93113.0,48.8
REC-37539747,2024-01-02,EMP-1598,102.97,119039.06,23.15
REC-71655384,2021-04-10,EMP-7350,60.24,111304.36,26.08
REC-80107942,2023-01-01,EMP-2897,77.88,74758.48,38.32
REC-10551617,2022-03-08,EMP-6095,66.16,102330.02,35.17
REC-15909601,2020-02-18,EMP-2426,84.64,110907.73,33.98
REC-54733393,2021-09-14,EMP-8649,91.44,64941.56,24.46
REC-16192775,2023-11-17,EMP-2689,118.14,113306.08,41.82
REC-79870757,2022-12-13,EMP-6119,99.82,40100.12,37.91
REC-13017249,2020-08-17,EMP-6114,96.27,33021.84,51.13
REC-95745109,2021-09-20,EMP-4438,89.86,70686.31,23.46
REC-53067834,2023-12-02,EMP-4285,72.28,54661.95,39.16
REC-35843038,2020-04-09,EMP-5695,92.01,105584.03,42.93
